GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE166914,200166914,9,RNA-seq of detecting the effect of CDK4&6 inhibitor Abemaciclib and VSV-M51 in g,2022/06/01,Expression profiling by high throughput sequencing,0.0,The RNA-seq data provided evidence that CDK4&6 inhibitor Abemaciclib and VSV-M51 increase the oncolytic effect in glioma,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,T98_VSV51_24H_rep3
GSE188789,200188789,9,A Functional Role of OLIG2 in Tumor Heterogeneity of MYC-amplified Medulloblasto,2021/11/16,Expression profiling by high throughput sequencing,0.0,The goal of this study was to compare gene expression profiles of MYC-amplified medulloblastoma tumors under three distinct conditions: primary tumors,D,样本标题/摘要无特征词,-,M413_Primary
GSE331374,200331374,8,Glioma-intrinsic MAPK/ERK signaling promotes immunotherapy efficacy through T ce,2026/05/21,Expression profiling by high throughput sequencing; Other,0.0,"Glioblastoma (GBM) remains a formidable challenge in neuro-oncology, with immune checkpoint blockade (ICB) only showing efficacy in some patients, whi",C,单细胞/空间数据,细胞系/处理实验=4,"target_treated_slice,  scRNA-seq"
GSE320384,200320384,8,Effect of RM-006 treatment on gene expression in LN229 cells,2026/04/16,Expression profiling by high throughput sequencing,0.0,"Aberrant activation of the PI3K/AKT/mTOR signaling pathway is a common feature of cancer but, while mTOR kinase represents an attractive drug target, ",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"LN229,RM6,1.56nM,rep1"
GSE307597,200307597,8,NAT10-Dependent N4-acetylcytidine (ac4C) on R-loops Drive Glioblastoma Tumorigen,2026/04/08,Expression profiling by high throughput sequencing,0.0,"R-loop remodelling dynamically regulates chromatin states and gene expression; however, its exploitation by cancer stem cells to sustain self-renewal ",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,GSC23 shCONT rep2
GSE310003,200310003,8,Developing a multimodal therapy for glioblastoma using oncolytic virus deliverin,2026/02/05,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) is the most malignant primary brain tumor with no cure. While chimeric antigen receptor (CAR)-T cell therapy has exhibited consider,A?(小样本),摘要含瘤种词(样本标题无特征),-,PBT707GFP_2
GSE290575,200290575,8,G549 EP300_KO RNA-seq,2026/01/23,Expression profiling by high throughput sequencing,0.0,EP300 was identified as potential regulator of Injury-response/Mesenchymal state in Glioblastoma stem cells. Our objective was to identify the effect ,A?(小样本),摘要含瘤种词(样本标题无特征),-,AAVS1_KO_R1
GSE223337,200223337,8,Lysine-specific histone demethylase 1A (KDM1A/LSD1) inhibition attenuates DNA do,2026/01/10,Expression profiling by high throughput sequencing,0.0,Patient-derived primary GSCs were established from discarded specimens obtained from glioblastoma (GBM) patients undergoing surgery at UT Health San A,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,GSC08_NCD38+TMZ_2
GSE290047,200290047,8,"small RNA seq of patient-derived glioma cells (GBM1,GBM2, GG3)",2025/10/29,Non-coding RNA profiling by high throughput sequencing,0.0,Glioblastoma (GBM) has a poor prognosis due to infiltrative and therapy-resistant glioma stem-like cells. MicroRNAs (miRNAs) synergistically modulate ,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,GG3 cells_biol rep3
GSE282334,200282334,8,Inhibition of thioredoxin reductase 1 sensitizes glucose-starved glioblastoma ce,2024/12/23,Expression profiling by high throughput sequencing,0.0,Disulfidptosis is a recently identified form of cell death characterized by the aberrant accumulation of cellular disulfides. This process primarily o,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"LN229-TAZ(4SA) cell, EV_Glu-, Rep1"
GSE282325,200282325,8,Inhibition of thioredoxin reductase 1 sensitizes glucose-starved glioblastoma ce,2024/12/23,Expression profiling by high throughput sequencing,0.0,Disulfidptosis is a recently identified form of cell death characterized by the aberrant accumulation of cellular disulfides. This process primarily o,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"LN229-TAZ(4SA) cell, AF+Glucose deprivation 1"
GSE261472,200261472,8,Novel Pharmacologic Inhibition of Lysine-specific Demethylase 1 as a Potential T,2024/11/10,Expression profiling by high throughput sequencing,0.0,Lysine-specific demethylase 1 (LSD1/KDM1A) is a pivotal epigenetic enzyme that contributes to several malignancies including malignant glioma. LSD1 is,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,GSC1228_DMSO_2
GSE273012,200273012,8,SUV39H1 Maintains Cancer Stem Cells in Glioblastoma [RNA-seq],2024/11/06,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the deadliest brain cancer, driven in part by GBM stem cells (GSCs) that contribute to therapeutic resistance and tumor recurren",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"GSC1914 cells, shControl_1"
GSE245688,200245688,8,The m6A reader HNRNPC promotes glioma progression by enhancing the stability of ,2024/06/12,Other,0.0,Glioma is the most common and aggressive primary malignant brain tumor. N6-methyladenosine (m6A) modification widely exists in eukaryotic cells and pl,E2,非表达谱技术(非表达谱),细胞系/处理实验=8,"U251 cell lines, si-HNRNPC, input, rep1"
GSE249656,200249656,8,Enhancing transcription replication conflict targets ecDNA positive cancers [RNA,2024/05/23,Expression profiling by high throughput sequencing,0.0,Extrachromosomal DNA (ecDNA) presents a major challenge for cancer patients. EcDNA renders tumours treatment-resistant by facilitating massive oncogen,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"COLO320, DM, RiboZero, rep1"
GSE266620,200266620,8,Effect of AsiDNA and belinostat on gene expression in U87 cells. [RNA-Seq],2024/05/13,Expression profiling by high throughput sequencing,0.0,"An effective long-term inhibition of multiple DNA repair signals is required to design a novel and effective therapeutic for glioblastoma (GBM), a hig",B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,ASI-1
GSE242225,200242225,8,IFI35 regulates non-canonical NF-κB signaling to maintain glioblastoma stem cell,2024/03/27,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) is the most aggressive malignant primary brain tumor characterized by a highly heterogeneous and immunosuppressive tumor microenvir,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"839 cells,sgRELBControl-2"
GSE255501,200255501,8,LncRNA LUCAT1 Promotes Glioblastoma Progression by Enhancing HIF1⍺ Activity [RNA,2024/03/12,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) is characterized by a high degree of hypoxia. Hypoxia-inducible factors (HIFs) modulate glioma stem-like cell (GSC) responses to hy,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"GSC4121, shNT, hypoxia, rep1"
GSE225210,200225210,8,Combined inhibition of TOP1 and PARP: a synergistic therapeutic strategy for PTE,2024/02/14,Expression profiling by high throughput sequencing,0.0,Deletions or loss-of-function mutations in phosphatase and tensin homolog (PTEN) are common in glioblastoma (GBM) and have been associated with defect,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"GSC827 cells, Olaparib treated, Biological re"
GSE222421,200222421,8,Circ_0021350 plays an oncogene role by regulating miR-1207-3p/ PIK3R3 in gliobla,2024/01/10,Non-coding RNA profiling by high throughput sequencing,0.0,"To screen differentially expressed circRNAs in GBM, we performed RNA-seq using four tumor tissues from patients with GBM and four normal brain tissues",A?(小样本),摘要含瘤种词(样本标题无特征),-,N0293
GSE229420,200229420,8,GSC23 shG12 vs shCTL,2023/12/20,Expression profiling by high throughput sequencing,0.0,To investigate GNA12 role in GBM patient tumor samples. We knocked down GNA12 using knockdown by shRNA.,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"GSC23, ShCTL, 512"
GSE162931,200162931,8,Single-cell RNA-seq analysis of IDH-wildtype glioblastoma in radiation time cour,2023/07/17,Expression profiling by high throughput sequencing,0.0,"To understand the diversity of expression states in irradiated GBM cells, we profiled about 150,000 single cells from 3 patient-derived GBM cells by s",A?(小样本),摘要含瘤种词(样本标题无特征),-,GBM827 cells naïve
GSE214248,200214248,8,THe role of CXCL8 in the mesenchymal state of glioblastoma stem cells,2023/06/27,Expression profiling by high throughput sequencing,0.0,"To determine the functional significance of the expression of CXCL8 in mesenchymal GSCs, we examined the effect of CXCL8 disruption with two non-overl",D,样本标题/摘要无特征词,-,"839 cells, shControl1"
GSE217347,200217347,8,Effect of overexpression of NFAT5 on gene expression during TMZ resistance of U8,2023/06/18,Expression profiling by high throughput sequencing,0.0,"To investigate the mechanism of NFAT5 resistance to TMZ in gliomas, we performed mRNA sequencing analysis of NFAT5-overexpressing U251 and U87 cell li",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,U87_1
GSE176539,200176539,8,"Glioblastoma stem cells after treatment with anti-E2F, anti-STAT3 or their combi",2023/06/10,Expression profiling by high throughput sequencing,0.0,"Malignant gliomas, including glioblastoma (GBM), are uniformly lethal with inferior prognosis and lack of effective treatment. Although the H2AZ2 vari",B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,TPM_E2Fi&STAT3i_2
GSE161523,200161523,8,Transcriptome-wide analysis of gene expression regulated by YB-1 in glioblastoma,2022/11/02,Expression profiling by high throughput sequencing,0.0,"YB-1 is a cold shock domain (CSD)-containing RNA binding protein. It is involved in virtually all steps of RNA metabolism. In this study, we detected ",B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,"U251 cells, shLuc_rep2"
GSE203074,200203074,8,β2-microglobulin maintains glioblastoma stem cells and induces M2-like polarizat,2022/06/30,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is a complex ecosystem that includes a heterogeneous tumor population and the tumor immune microenvironment (TIME), prominently con",A?(小样本),摘要含瘤种词(样本标题无特征),-,"3264 cells,shControl-2"
GSE206170,200206170,8,Next Generation Sequencing Facilitates Quantitative Analysis of U87MG Cell Trans,2022/06/22,Expression profiling by high throughput sequencing,50.0,Next-generation sequencing (NGS) has significantly advanced the elucidation of developmental signaling mechanisms that are important for U87MG cells u,A?(小样本),瘤种词样本50%,细胞系/处理实验=2,GBM CAR neuttrophil_1
GSE199030,200199030,8,Transcriptome of glioblastoma stem cells and H9NSC (HOXA-AS2 depletion or overex,2022/04/15,Expression profiling by high throughput sequencing,0.0,Glioblastoma multiform account for about half of all gliomas and are the most deadly and aggressive forms. Its therapeutic resistance and tumor relaps,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,mRNA-seq: H9NSC try2 empty vector
GSE162783,200162783,8,Identification of Rac guanine nucleotide exchange factors promoting Lgl1 phospho,2021/08/23,Expression profiling by high throughput sequencing,0.0,The protein Lgl has key roles in the regulation of cell polarity. We have shown that Lgl is inactivated by hyperphosphorylation in glioblastoma as a c,A?(小样本),摘要含瘤种词(样本标题无特征),-,PriGO8A-PREX1_KO_C4_1
GSE162631,200162631,8,Single cell RNA-seq of brain glioblastoma samples,2021/07/08,Expression profiling by high throughput sequencing,0.0,Glioblastomas (GBM) are the most aggressive type of brain tumors with a dismal prognosis. The effectiveness of anti-tumor drugs is thwarted by brain e,A?(小样本),摘要含瘤种词(样本标题无特征),-,R4 tumor peripheral tissue
GSE153907,200153907,8,Azathioprine Blocks the Aberrantly Elevated Lipid Metabolism and Induces Apoptos,2021/02/16,Expression profiling by high throughput sequencing,0.0,Glioblastoma multiforme (GBM) is the most aggressive type of brain tumor with poor survival rate and temozolomide (TMZ) has been used as the standard ,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,592T treated with Azathioprine_rep2
GSE129476,200129476,8,MGMT enhancer modulates glioma cell sensitivity to temozolomide through long-ran,2020/04/02,Expression profiling by high throughput sequencing,0.0,Acquired resistance of temozolomide (TMZ) is one of the major obstacle of glioblastoma clinical treatment and the mechanism of TMZ resistance is still,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,TMZ_MGMT-KO1 replicate 1
